,Id,TotRmsAbvGrd,GrLivArea,1stFlrSF,GarageCars,GarageArea,OverallQual,YearBuilt,SalePrice($)
1038,1039,6,1344,798,0,0.0,BA,1970,97000
1039,1040,3,630,630,1,286.0,BA,1970,80000
1040,1041,8,1803,1803,2,484.0,Av,1957,155000
1041,1042,7,1632,800,2,484.0,AA,1966,173000
1042,1043,5,1306,1306,2,624.0,AA,2005,196000
1043,1044,10,2329,1532,2,514.0,Gd,1990,262280
1044,1045,9,2524,2524,2,542.0,VG,1981,278000
1045,1046,8,1733,1733,2,452.0,Fa,1955,139600
1046,1047,11,2868,1992,3,716.0,Ex,2005,556581
1047,1048,5,990,990,2,672.0,Av,1994,145000
1048,1049,9,1771,1771,2,336.0,Av,1960,115000
1049,1050,6,930,930,1,308.0,BA,1946,84900
1050,1051,6,1302,1302,2,436.0,Gd,2007,176485
1051,1052,6,1316,1316,2,440.0,Gd,2007,200141
1052,1053,9,1977,1127,2,540.0,AA,1964,165000
1053,1054,7,1526,1526,1,364.0,Av,1957,144500
1054,1055,7,1989,1091,2,586.0,VG,2002,255000
1055,1056,7,1523,1523,2,478.0,AA,1976,180000
1056,1057,6,1364,1364,2,484.0,Gd,2005,185850
1057,1058,7,1850,979,2,467.0,Gd,1994,248000
1058,1059,10,2184,1130,3,836.0,Ex,2008,335000
1059,1060,7,1991,1096,2,432.0,AA,1932,220000
1060,1061,6,1338,1338,2,582.0,VG,2001,213500
1061,1062,6,894,894,3,1248.0,Fa,1935,81000
1062,1063,10,2337,1422,2,560.0,Av,1900,90000
1063,1064,5,1103,1103,2,440.0,AA,1925,110500
1064,1065,6,1154,1154,2,480.0,Av,1966,154000
1065,1066,7,2260,1306,2,533.0,Gd,1996,328000
1066,1067,7,1571,799,2,380.0,AA,1993,178000
1067,1068,7,1611,798,2,442.0,AA,1964,167900
1068,1069,10,2521,1291,2,576.0,AA,1973,151400
1069,1070,4,893,893,2,576.0,Av,1949,135000
1070,1071,6,1048,1048,1,286.0,Av,1956,135000
1071,1072,8,1556,829,2,441.0,AA,1968,154000
1072,1073,7,1456,1002,1,280.0,Av,1948,91500
1073,1074,6,1426,698,2,440.0,AA,1977,159500
1074,1075,5,1240,1240,3,826.0,Gd,2006,194000
1075,1076,6,1740,960,1,240.0,Gd,1940,219500
1076,1077,7,1466,1096,2,566.0,Av,1936,170000
1077,1078,6,1096,1096,1,299.0,Av,1969,138800
1078,1079,3,848,848,2,420.0,AA,2004,155900
1079,1080,5,990,990,1,299.0,Av,1994,126000
1080,1081,5,1258,1258,2,528.0,AA,1971,145000
1081,1082,5,1040,1040,1,308.0,Av,1963,133000
1082,1083,6,1459,1459,2,527.0,Gd,2002,192000
1083,1084,6,1251,1251,1,461.0,AA,1964,160000
1084,1085,6,1498,691,2,409.0,AA,1995,187500
1085,1086,5,996,996,2,564.0,AA,1992,147000
1086,1087,6,1092,546,1,286.0,BA,1973,83500
1087,1088,9,1953,1082,3,1043.0,VG,2005,252000
1088,1089,7,1709,970,2,380.0,Gd,2004,137500
1089,1090,4,1247,1247,2,550.0,VG,2005,197000
1090,1091,6,1040,1040,2,400.0,Fa,1950,92900
1091,1092,4,1252,624,2,462.0,Gd,1999,160000
1092,1093,7,1694,1390,2,576.0,AA,1925,136500
1093,1094,6,1200,1200,2,884.0,Av,1965,146000
1094,1095,4,936,936,1,308.0,Av,1956,129000
1095,1096,6,1314,1314,2,440.0,AA,2006,176432
1096,1097,7,1355,773,0,0.0,AA,1914,127000
1097,1098,5,1088,1088,2,461.0,VG,1986,170000
1098,1099,6,1324,757,1,240.0,BA,1936,128000
1099,1100,7,1601,1601,2,478.0,Gd,1978,157000
1100,1101,3,438,438,1,246.0,Po,1920,60000
1101,1102,5,950,950,1,280.0,Av,1971,119500
1102,1103,6,1134,1134,1,254.0,Av,1960,135000
1103,1104,6,1194,1194,2,539.0,AA,1959,159500
1104,1105,6,1302,630,2,440.0,Av,1970,106000
1105,1106,9,2622,1500,2,712.0,VG,1994,325000
1106,1107,6,1442,1442,2,719.0,Gd,1990,179900
1107,1108,9,2021,887,2,422.0,Gd,2006,274725
1108,1109,7,1690,948,2,463.0,AA,2000,181000
1109,1110,7,1836,1836,3,862.0,VG,2004,280000
1110,1111,8,1658,773,2,431.0,AA,1995,188000
1111,1112,8,1964,1098,2,483.0,Gd,1976,205000
1112,1113,5,816,816,1,308.0,Av,1957,129900
1113,1114,6,1008,1008,1,240.0,Av,1953,134500
1114,1115,4,833,833,1,326.0,Av,1954,117000
1115,1116,7,1734,1734,3,928.0,VG,2007,318000
1116,1117,7,1419,779,2,527.0,VG,2002,184100
1117,1118,5,894,894,2,450.0,Av,1967,130000
1118,1119,6,1601,1021,1,300.0,Av,1958,140000
1119,1120,6,1040,1040,1,286.0,Av,1959,133700
1120,1121,6,1012,1012,1,308.0,AA,1920,118400
1121,1122,7,1552,1552,3,782.0,Gd,2005,212900
1122,1123,5,960,960,1,288.0,BA,1956,112000
1123,1124,4,698,698,0,0.0,Av,1947,118000
1124,1125,7,1482,812,2,392.0,Gd,1992,163900
1125,1126,5,1005,1005,2,672.0,BA,1955,115000
1126,1127,7,1555,1555,3,660.0,Gd,2007,174000
1127,1128,7,1530,1530,3,630.0,Gd,2004,259000
1128,1129,8,1959,847,2,434.0,Gd,2004,215000
1129,1130,4,936,936,2,672.0,Av,1980,140000
1130,1131,7,1981,1328,2,576.0,BA,1928,135000
1131,1132,5,974,974,0,0.0,Av,1991,93500
1132,1133,8,2210,1178,1,205.0,AA,1880,117500
1133,1134,8,2020,1142,2,466.0,VG,1995,239500
1134,1135,7,1600,916,2,460.0,AA,1997,169000
1135,1136,5,986,986,1,180.0,AA,1926,102000
1136,1137,6,1252,1032,1,288.0,AA,1950,119000
1137,1138,6,1020,780,0,0.0,Av,1875,94000
1138,1139,5,1567,1567,2,714.0,AA,1977,196000
1139,1140,6,1167,1167,2,495.0,Av,1920,144000
1140,1141,4,952,952,2,840.0,Av,1951,139000
1141,1142,9,1868,1088,2,484.0,Av,1976,197500
1142,1143,11,2828,1466,3,1052.0,VG,2006,424870
1143,1144,5,1006,1006,0,0.0,Av,1959,80000
1144,1145,5,924,672,1,280.0,BA,1941,80000
1145,1146,8,1576,1042,1,225.0,Av,1928,149000
1146,1147,5,1298,1298,2,403.0,AA,1985,180000
1147,1148,7,1564,860,1,234.0,Gd,1941,174500
1148,1149,5,1111,572,1,288.0,Gd,1926,116900
1149,1150,7,1482,832,2,324.0,Gd,1920,143000
1150,1151,4,932,932,1,306.0,AA,1950,124000
1151,1152,6,1466,1466,2,528.0,Av,1959,149900
1152,1153,6,1811,1811,2,470.0,AA,1956,230000
1153,1154,5,816,816,1,432.0,AA,1930,120500
1154,1155,8,1820,902,2,492.0,Gd,1965,201800
1155,1156,6,1437,1437,2,528.0,Av,1976,218000
1156,1157,6,1265,1265,2,502.0,Av,1965,179900
1157,1158,6,1314,1314,2,626.0,Gd,2007,230000
1158,1159,7,1580,1580,3,830.0,VG,2007,235128
1159,1160,8,1876,943,2,540.0,AA,1974,185000
1160,1161,7,1456,855,2,440.0,AA,1978,146000
1161,1162,7,1640,1640,2,924.0,AA,1954,224000
1162,1163,5,894,894,2,450.0,Av,1968,129000
1163,1164,6,1258,1258,2,400.0,BA,1969,108959
1164,1165,5,1432,1432,2,588.0,Av,1978,194000
1165,1166,7,1502,1502,2,644.0,Gd,2009,233170
1166,1167,7,1694,1694,3,776.0,VG,2008,245350
1167,1168,7,1671,959,2,472.0,AA,2000,173000
1168,1169,7,2108,1236,2,540.0,AA,1935,235000
1169,1170,10,3627,1831,3,807.0,VE,1995,625000
1170,1171,6,1118,1118,1,358.0,AA,1977,171000
1171,1172,6,1261,1261,2,433.0,AA,1958,163000
1172,1173,5,1250,625,2,625.0,Gd,2006,171900
1173,1174,12,3086,1636,0,0.0,Av,1946,200500
1174,1175,9,2345,1170,2,360.0,AA,1932,239000
1175,1176,9,2872,2129,2,541.0,VG,1992,285000
1176,1177,5,923,923,1,264.0,Av,1984,119500
1177,1178,5,1224,818,1,210.0,AA,1926,115000
1178,1179,7,1343,820,1,186.0,Av,1921,154900
1179,1180,5,1124,1124,0,0.0,Av,1954,93000
1180,1181,8,2514,1298,2,693.0,Gd,1990,250000
1181,1182,5,1652,1652,2,482.0,VG,2008,392500
1182,1183,10,4476,2411,3,813.0,VE,1996,745000
1183,1184,5,1130,1130,2,720.0,Av,1920,120000
1184,1185,5,1572,1572,3,995.0,Av,1963,186700
1185,1186,7,1221,949,1,392.0,Av,1924,104900
1186,1187,7,1699,1014,2,420.0,Fa,1900,95000
1187,1188,5,1624,1624,3,757.0,VG,1994,262000
1188,1189,7,1660,831,2,493.0,Gd,2002,195000
1189,1190,7,1804,1028,2,442.0,Gd,1999,189000
1190,1191,7,1622,1622,4,1356.0,BA,1961,168000
1191,1192,5,1441,764,2,492.0,VG,1999,174000
1192,1193,6,1472,842,1,250.0,Av,1925,125000
1193,1194,5,1224,1224,2,402.0,AA,1999,165000
1194,1195,7,1352,663,1,299.0,AA,1969,158000
1195,1196,8,1456,728,2,400.0,AA,2005,176000
1196,1197,9,1863,879,3,660.0,Gd,2006,219210
1197,1198,7,1690,815,1,225.0,Gd,1916,144000
1198,1199,6,1212,1212,2,573.0,Gd,2001,178000
1199,1200,6,1382,1382,2,459.0,BA,1963,148000
1200,1201,5,864,864,1,280.0,BA,1970,116050
1201,1202,6,1779,866,2,546.0,Gd,1998,197900
1202,1203,5,1348,884,1,216.0,Av,1925,117000
1203,1204,6,1630,1630,2,451.0,Gd,2000,213000
1204,1205,6,1074,1074,2,495.0,Av,1975,153500
1205,1206,7,2196,2196,3,701.0,Gd,1990,271900
1206,1207,5,1056,1056,1,384.0,BA,1966,107000
1207,1208,7,1700,1700,2,544.0,AA,2003,200000
1208,1209,6,1283,1283,2,506.0,Av,1962,140000
1209,1210,8,1660,1660,2,500.0,VG,2006,290000
1210,1211,8,1845,1055,2,462.0,AA,1992,189000
1211,1212,8,1752,1080,2,492.0,VG,1988,164000
1212,1213,4,672,672,1,234.0,BA,1941,113000
1213,1214,3,960,960,1,364.0,BA,1965,145000
1214,1215,6,999,999,1,300.0,Av,1962,134500
1215,1216,5,894,894,1,384.0,Av,1966,125000
1216,1217,8,1902,1318,2,539.0,AA,1978,112000
1217,1218,6,1314,1314,2,552.0,VG,2009,229456
1218,1219,3,912,672,0,0.0,BA,1947,80500
1219,1220,7,1218,672,0,0.0,AA,1971,91500
1220,1221,5,912,912,1,288.0,Av,1964,115000
1221,1222,5,1211,1211,1,322.0,Av,1968,134000
1222,1223,7,1846,1168,1,315.0,AA,1949,143000
1223,1224,7,2136,2136,2,528.0,Av,1951,137900
1224,1225,8,1490,788,2,388.0,Gd,2004,184000
1225,1226,6,1138,1138,1,264.0,AA,1958,145000
1226,1227,9,1933,894,3,668.0,AA,2007,214000
1227,1228,5,912,912,2,576.0,Av,1965,147000
1228,1229,7,1702,1702,3,1052.0,Ex,2008,367294
1229,1230,7,1507,1507,1,404.0,Av,1960,127000
1230,1231,12,2620,1361,2,600.0,Av,1977,190000
1231,1232,6,1190,1190,2,540.0,Av,1962,132500
1232,1233,6,1224,1224,2,462.0,BA,1962,101800
1233,1234,6,1188,1188,2,531.0,Av,1959,142000
1234,1235,7,1964,1024,0,0.0,Av,1911,130000
1235,1236,9,1784,892,1,180.0,Av,1914,138887
1236,1237,6,1626,764,2,474.0,Gd,2003,175500
1237,1238,8,1948,847,2,434.0,Gd,2004,195000
1238,1239,6,1141,1141,2,484.0,AA,2005,142500
1239,1240,6,1484,1484,2,472.0,VG,2006,265900
1240,1241,8,1768,884,2,543.0,Gd,2003,224900
1241,1242,7,1689,1689,3,954.0,Gd,2007,248328
1242,1243,6,1173,1173,2,528.0,Gd,1974,170000
1243,1244,7,2076,2076,3,850.0,VE,2006,465000
1244,1245,7,1517,792,2,400.0,VG,1929,230000
1245,1246,7,1868,1140,2,477.0,AA,1984,178000
1246,1247,6,1553,756,2,615.0,Gd,2005,186500
1247,1248,6,1034,1034,3,888.0,AA,1976,169900
1248,1249,8,2058,1134,2,396.0,AA,1917,129500
1249,1250,6,988,988,1,276.0,Av,1950,119000
1250,1251,8,2110,2110,2,522.0,Gd,1968,244000
1251,1252,6,1405,1405,2,478.0,Gd,2003,171750
1252,1253,5,874,874,1,288.0,Av,1968,130000
1253,1254,9,2167,1516,2,518.0,Gd,1974,294000
1254,1255,7,1656,760,2,397.0,Gd,2003,165400
1255,1256,6,1367,959,1,560.0,AA,1931,127500
1256,1257,7,1987,1987,2,691.0,VG,1994,301500
1257,1258,4,864,864,0,0.0,Av,1922,99900
1258,1259,5,1166,1166,2,400.0,Gd,2005,190000
1259,1260,6,1054,1054,2,460.0,AA,1969,151000
1260,1261,7,1675,892,2,502.0,AA,1999,181000
1261,1262,5,1050,1050,1,338.0,Av,1956,128900
1262,1263,8,1788,1104,1,304.0,BA,1957,161500
1263,1264,8,1824,1060,2,520.0,AA,1919,180500
1264,1265,5,1337,1337,2,511.0,AA,1998,181000
1265,1266,6,1452,713,2,506.0,Gd,1999,183900
1266,1267,9,1889,964,1,308.0,Gd,1910,122000
1267,1268,10,2018,2018,3,746.0,Ex,2008,378500
1268,1269,11,3447,1968,3,1014.0,VG,1935,381000
1269,1270,7,1524,874,1,315.0,Av,1958,144000
1270,1271,4,1524,1332,2,586.0,Gd,1979,260000
1271,1272,7,1489,1489,2,462.0,AA,1968,185750
1272,1273,5,935,935,1,288.0,Av,1965,137000
1273,1274,5,1357,1357,1,312.0,AA,1959,177000
1274,1275,8,1250,661,2,552.0,Av,1910,139000
1275,1276,10,1920,928,2,400.0,Av,1948,137000
1276,1277,6,1395,735,2,497.0,AA,1972,162000
1277,1278,7,1724,1724,2,480.0,AA,1967,197900
1278,1279,7,2031,1128,2,577.0,VG,2002,237000
1279,1280,6,1128,698,2,528.0,BA,1920,68400
1280,1281,6,1573,1573,2,544.0,Gd,2002,227000
1281,1282,6,1339,1339,2,484.0,Gd,1990,180000
1282,1283,5,1040,1040,2,484.0,Av,1977,150500
1283,1284,8,1824,912,0,0.0,AA,1971,139000
1284,1285,10,2447,1699,1,336.0,AA,1919,169000
1285,1286,6,1412,825,1,280.0,AA,1939,132500
1286,1287,6,1328,1328,2,528.0,AA,1963,143000
1287,1288,7,1582,1582,2,390.0,Av,1964,190000
1288,1289,5,1659,1659,2,499.0,VG,2000,278000
1289,1290,8,1970,1120,3,753.0,VG,2006,281000
1290,1291,6,1152,1152,2,484.0,Av,1964,180500
1291,1292,6,1302,630,1,264.0,Av,1972,119500
1292,1293,11,2372,1378,1,432.0,Av,1892,107500
1293,1294,8,1664,832,2,528.0,Gd,1976,162900
1294,1295,5,864,864,2,572.0,Av,1955,115000
1295,1296,5,1052,1052,1,288.0,Av,1968,138500
1296,1297,6,1128,1128,2,525.0,Av,1963,155000
1297,1298,5,1072,1072,2,525.0,AA,2005,140000
1299,1300,6,1246,1246,1,305.0,Av,1959,154000
1300,1301,9,1983,1005,2,490.0,Gd,1999,225000
1301,1302,7,1494,753,1,213.0,AA,1942,177500
1302,1303,8,2526,1203,3,844.0,VG,1994,290000
1303,1304,7,1616,1616,3,834.0,Gd,2005,232000
1304,1305,7,1708,976,2,380.0,Gd,2004,130000
1305,1306,6,1652,1652,2,840.0,Ex,2006,325000
1306,1307,6,1368,1368,2,474.0,Gd,2005,202500
1307,1308,5,990,990,2,480.0,Av,1994,138000
1308,1309,6,1122,1122,2,528.0,Av,1948,147000
1309,1310,6,1294,1294,2,496.0,AA,1991,179200
1310,1311,7,1902,1902,2,567.0,Gd,1959,335000
1311,1312,6,1274,1274,2,508.0,Gd,2005,203000
1312,1313,9,2810,1453,2,750.0,VG,1990,302000
1313,1314,10,2599,1422,3,779.0,Ex,1999,333168
1314,1315,5,948,948,1,280.0,BA,1954,119000
1315,1316,9,2112,1092,2,576.0,AA,1969,206900
1316,1317,8,1630,1630,3,860.0,VG,2008,295493
1317,1318,5,1352,1352,2,466.0,Gd,2006,208900
1318,1319,7,1787,1787,3,748.0,VG,2001,275000
1319,1320,5,948,948,1,248.0,BA,1954,111000
1320,1321,6,1478,1478,2,442.0,AA,1957,156500
1321,1322,4,720,720,1,287.0,Fa,1949,72500
1322,1323,8,1923,1061,2,564.0,Gd,1992,190000
1323,1324,5,708,708,0,0.0,BA,1940,82500
1324,1325,7,1795,1795,3,895.0,VG,2006,147000
1325,1326,5,796,796,0,0.0,BA,1922,55000
1326,1327,6,774,774,0,0.0,Fa,1931,79000
1327,1328,5,816,816,1,264.0,Av,1982,130500
1328,1329,8,2792,1584,2,520.0,AA,1920,256000
1329,1330,8,1632,955,2,462.0,Gd,1998,176500
1330,1331,7,1588,1588,3,825.0,VG,2006,227000
1331,1332,6,954,954,2,576.0,Av,1976,132500
1332,1333,3,816,816,1,288.0,BA,1938,100000
1333,1334,6,1360,803,1,297.0,Av,1938,125500
1334,1335,7,1365,765,2,440.0,Av,1970,125000
1335,1336,6,1334,1334,2,630.0,AA,1977,167900
1336,1337,8,1656,1656,2,506.0,Av,1973,135000
1337,1338,4,693,693,0,0.0,BA,1941,52500
1338,1339,8,1861,920,2,492.0,Gd,2002,200000
1339,1340,5,864,864,1,288.0,Av,1972,128500
1340,1341,5,872,872,4,480.0,BA,1971,123000
1341,1342,6,1114,1114,2,576.0,AA,2003,155000
1342,1343,7,2169,1284,2,647.0,VG,2002,228500
1343,1344,9,1913,1172,2,342.0,AA,1928,177000
1344,1345,8,1456,728,2,440.0,Gd,2006,155835
1345,1346,5,960,960,1,308.0,BA,1920,108500
1346,1347,9,2156,2156,2,508.0,Gd,1968,262500
1347,1348,7,1776,1776,3,712.0,VG,2006,283463
1348,1349,5,1494,1494,2,514.0,Gd,1998,215000
1349,1350,8,2358,938,0,0.0,VG,1872,122000
1350,1351,12,2634,1338,4,968.0,Av,1969,200000
1351,1352,8,1716,858,2,490.0,AA,1962,171000
1352,1353,4,1176,786,2,624.0,AA,1937,134900
1353,1354,9,3238,2053,3,666.0,VG,1995,410000
1354,1355,7,1865,992,3,839.0,Gd,2000,235000
1355,1356,8,1920,1222,2,487.0,Gd,1968,170000
1356,1357,5,892,892,1,264.0,Av,1966,110000
1357,1358,6,1078,1078,2,500.0,Av,1971,149900
1358,1359,5,1573,769,2,440.0,AA,2000,177500
1359,1360,8,1980,1980,3,770.0,Ex,2004,315000
1360,1361,8,2601,990,2,621.0,Av,1921,189000
1361,1362,7,1530,1530,2,430.0,Gd,2005,260000
1362,1363,7,1738,1281,1,368.0,BA,1920,104900
1363,1364,6,1412,616,2,432.0,AA,2006,156932
1364,1365,4,1200,520,2,480.0,Gd,2005,144152
1365,1366,7,1674,814,2,663.0,Gd,2000,216000
1366,1367,7,1790,882,2,588.0,Gd,1999,193000
1367,1368,6,1475,925,1,336.0,Av,1977,127000
1368,1369,4,848,848,2,420.0,AA,2003,144000
1369,1370,8,1668,1668,2,502.0,VG,2003,232000
1370,1371,6,1374,840,1,338.0,BA,1920,105000
1371,1372,8,1661,1661,1,377.0,AA,1955,165500
1372,1373,8,2097,1108,2,583.0,Gd,1998,274300
1373,1374,8,2633,2633,3,804.0,VE,2001,466500
1374,1375,9,1958,1026,3,936.0,Gd,2005,250000
1375,1376,7,1571,1571,3,722.0,VG,2007,239000
1376,1377,4,790,790,1,160.0,AA,1930,91000
1377,1378,6,1604,984,2,660.0,Av,1941,117000
1378,1379,5,987,483,1,264.0,AA,1973,83000
1379,1380,7,1394,754,2,400.0,Av,2006,167500
1380,1381,5,864,864,1,200.0,Fa,1914,58500
1381,1382,7,2117,2117,2,550.0,AA,1970,237500
1382,1383,8,1762,998,2,576.0,Gd,1920,157000
1383,1384,7,1416,1416,2,576.0,Av,1918,112000
1384,1385,6,1258,698,1,280.0,AA,1939,105000
1385,1386,7,1154,796,1,240.0,BA,1922,125500
1386,1387,12,2784,1392,2,564.0,Gd,1978,250000
1387,1388,10,2526,1664,1,216.0,AA,1916,136000
1388,1389,7,1746,1746,3,758.0,Ex,2006,377500
1389,1390,6,1218,869,2,440.0,AA,1941,131000
1390,1391,6,1525,1525,2,520.0,Gd,2000,235000
1391,1392,8,1584,1584,3,792.0,Av,1967,124000
1392,1393,6,900,900,1,288.0,Av,1967,123000
1393,1394,7,1912,1221,2,672.0,AA,1905,163000
1394,1395,6,1500,1500,3,648.0,Gd,2006,246578
1395,1396,9,2482,1133,3,642.0,VG,2005,281213
1396,1397,7,1687,1687,2,572.0,Av,1948,160000
1397,1398,8,1513,939,1,180.0,Av,1920,137500
1398,1399,7,1904,1136,1,240.0,Av,1950,138000
1399,1400,7,1608,1160,1,216.0,AA,1925,137450
1400,1401,5,1158,950,1,208.0,AA,1929,120000
1401,1402,8,1593,864,2,398.0,AA,2004,193000
1402,1403,6,1294,1294,2,662.0,Gd,2006,193879
1403,1404,6,1464,1464,3,754.0,VG,2007,282922
1404,1405,6,1214,694,3,936.0,Fa,1915,105000
1405,1406,5,1646,1646,2,482.0,VG,2004,275000
1406,1407,5,768,768,2,396.0,Av,1972,133000
1407,1408,5,833,833,0,0.0,Av,1985,112000
1408,1409,6,1363,741,2,528.0,BA,1910,125500
1409,1410,7,2093,1236,2,542.0,Gd,1986,215000
1410,1411,6,1840,944,2,622.0,Gd,2001,230000
1411,1412,6,1668,1112,1,271.0,AA,1950,140000
1412,1413,6,1040,1040,2,420.0,BA,1949,90000
1413,1414,7,1844,1844,2,620.0,VG,2005,257000
1414,1415,8,1848,1053,2,370.0,AA,1923,207000
1415,1416,7,1569,1569,3,660.0,Gd,2007,175900
1416,1417,11,2290,1246,2,560.0,BA,1885,122500
1417,1418,7,2450,1310,3,1069.0,VG,1998,340000
1418,1419,6,1144,1144,1,336.0,Av,1963,124000
1419,1420,7,1844,1844,2,540.0,AA,1969,223000
1420,1421,7,1416,708,2,776.0,AA,1968,179900
1421,1422,4,1069,1069,2,440.0,AA,1977,127500
1422,1423,3,848,848,2,420.0,AA,2003,136500
1423,1424,8,2201,1575,2,432.0,AA,1966,274970
1424,1425,6,1344,1344,1,484.0,Av,1958,144000
1425,1426,7,1252,1252,2,528.0,AA,1959,142000
1426,1427,5,2127,1223,2,525.0,Gd,1994,271000
1427,1428,6,1558,1048,1,288.0,Av,1945,140000
1428,1429,4,804,804,1,240.0,Av,1940,119000
1429,1430,7,1440,1440,2,467.0,AA,1981,182900
1430,1431,7,1838,734,2,372.0,Average,2005,192140
1431,1431,7,1838,734,2,372.0,Average,2005,192140
1432,1433,5,968,968,1,216.0,BA,1927,64500
1433,1434,8,1792,962,2,451.0,AA,2000,186500
1434,1435,5,1126,1126,2,484.0,Av,1977,160000
1435,1436,7,1537,1537,2,462.0,AA,1962,174000
1436,1437,5,864,864,2,528.0,BA,1971,120500
1437,1438,7,1932,1932,3,774.0,VG,2008,394617
1438,1439,6,1236,1236,2,923.0,AA,1957,149700
1439,1440,6,1725,1040,2,550.0,Gd,1979,197000
1440,1441,11,2555,1423,2,672.0,AA,1922,191000
1441,1442,3,848,848,2,420.0,AA,2004,149300
1442,1443,10,2007,1026,3,812.0,VE,2008,310000
1443,1444,4,952,952,1,192.0,AA,1916,121000
1444,1445,7,1422,1422,2,626.0,Gd,2004,179600
1445,1446,6,913,913,1,240.0,AA,1966,129000
1446,1447,6,1188,1188,1,312.0,Av,1962,157900
1447,1448,8,2090,1220,2,556.0,VG,1995,240000
1448,1449,6,1346,796,1,384.0,BA,1910,112000
1449,1450,3,630,630,0,0.0,Av,1970,92000
1450,1451,8,1792,896,0,0.0,Av,1974,136000
1451,1452,7,1578,1578,3,840.0,VG,2008,287090
1452,1453,5,1072,1072,2,525.0,Av,2005,145000
1453,1454,6,1140,1140,0,0.0,Av,2006,84500
1454,1455,6,1221,1221,2,400.0,Gd,2004,185000
1455,1456,7,1647,953,2,460.0,AA,1999,175000
1456,1457,7,2073,2073,2,500.0,AA,1978,210000
1457,1458,9,2340,1188,1,252.0,Gd,1941,266500
1458,1459,5,1078,1078,1,240.0,Av,1950,142125
1459,1460,6,1256,1256,1,276.0,Av,1965,147500
